FIPS,year,value
51073,2020-01-03,782
51075,2020-01-03,1476
51077,2020-01-03,530
51079,2020-01-03,1581
51081,2020-01-03,936
51083,2020-01-03,723
51085,2020-01-03,561
51087,2020-01-03,992
51089,2020-01-03,823
51091,2020-01-03,923
51093,2020-01-03,1037
51095,2020-01-03,536
51097,2020-01-03,724
51099,2020-01-03,1964
51101,2020-01-03,16
51103,2020-01-03,1484
51105,2020-01-03,1193
51107,2020-01-03,549
51109,2020-01-03,1360
51111,2020-01-03,1608
51113,2020-01-03,496
51115,2020-01-03,1042
51117,2020-01-03,1655
51119,2020-01-03,501
51121,2020-01-03,1901
51125,2020-01-03,944
51127,2020-01-03,686
51131,2020-01-03,425
51133,2020-01-03,660
51135,2020-01-03,39
51137,2020-01-03,1514
51139,2020-01-03,1234
51141,2020-01-03,1773
51143,2020-01-03,1511
51145,2020-01-03,962
51147,2020-01-03,119
51149,2020-01-03,1817
51153,2020-01-03,2024
51155,2020-01-03,1356
51157,2020-01-03,1970
51159,2020-01-03,960
51161,2020-01-03,1743
51163,2020-01-03,54
51165,2020-01-03,1181
51167,2020-01-03,545
51169,2020-01-03,584
51171,2020-01-03,1970
51173,2020-01-03,1798
51175,2020-01-03,669
51177,2020-01-03,1276
51179,2020-01-03,1828
51181,2020-01-03,653
51183,2020-01-03,1591
51185,2020-01-03,35
51187,2020-01-03,1536
51191,2020-01-03,905
51193,2020-01-03,838
51195,2020-01-03,1784
51197,2020-01-03,199
51199,2020-01-03,233
51510,2020-01-03,1340
51520,2020-01-03,916
51530,2020-01-03,1608
51540,2020-01-03,266
51550,2020-01-03,718
51570,2020-01-03,16
51580,2020-01-03,1417
51590,2020-01-03,851
51595,2020-01-03,2037
51600,2020-01-03,33
51610,2020-01-03,383
51620,2020-01-03,1971
51630,2020-01-03,246
51640,2020-01-03,1581
51650,2020-01-03,398
51660,2020-01-03,1028
51670,2020-01-03,1623
51678,2020-01-03,342
51680,2020-01-03,1248
51683,2020-01-03,19
51685,2020-01-03,1531
51690,2020-01-03,1911
51700,2020-01-03,579
51710,2020-01-03,1061
51720,2020-01-03,652
51730,2020-01-03,745
51735,2020-01-03,842
51740,2020-01-03,93
51750,2020-01-03,105
51760,2020-01-03,2039
51770,2020-01-03,1737
51775,2020-01-03,749
51790,2020-01-03,1879
51800,2020-01-03,1651
51810,2020-01-03,1214
51820,2020-01-03,817
51830,2020-01-03,368
51840,2020-01-03,1059
53001,2020-01-03,1670
53003,2020-01-03,1581
53005,2020-01-03,1269
53007,2020-01-03,274
53009,2020-01-03,544
53011,2020-01-03,1869
53013,2020-01-03,547
53015,2020-01-03,1043
53017,2020-01-03,1983
53019,2020-01-03,1881
53021,2020-01-03,1481
53023,2020-01-03,1989
53025,2020-01-03,839
53027,2020-01-03,1510
53029,2020-01-03,1313
53031,2020-01-03,97
53033,2020-01-03,449
53035,2020-01-03,1572
53037,2020-01-03,1651
53039,2020-01-03,567
53041,2020-01-03,1612
53043,2020-01-03,1446
53045,2020-01-03,1662
53047,2020-01-03,1693
53049,2020-01-03,836
53051,2020-01-03,828
53053,2020-01-03,801
53055,2020-01-03,119
53057,2020-01-03,1434
53059,2020-01-03,1272
53061,2020-01-03,771
53063,2020-01-03,1210
53065,2020-01-03,1930
53067,2020-01-03,540
53069,2020-01-03,1985
53071,2020-01-03,382
53073,2020-01-03,1156
53075,2020-01-03,594
53077,2020-01-03,143
54001,2020-01-03,1119
54003,2020-01-03,335
54005,2020-01-03,654
54007,2020-01-03,1179
54009,2020-01-03,679
54011,2020-01-03,1521
54013,2020-01-03,1211
54015,2020-01-03,207
54017,2020-01-03,1911
54019,2020-01-03,260
54021,2020-01-03,820
54023,2020-01-03,977
54025,2020-01-03,1588
54027,2020-01-03,477
54029,2020-01-03,402
54031,2020-01-03,1025
54033,2020-01-03,194
54035,2020-01-03,213
54037,2020-01-03,1241
54039,2020-01-03,1043
54041,2020-01-03,157
54043,2020-01-03,557
54045,2020-01-03,611
54047,2020-01-03,574
54049,2020-01-03,1528
54051,2020-01-03,2043
54053,2020-01-03,257
54055,2020-01-03,951
54057,2020-01-03,1251
54059,2020-01-03,464
54061,2020-01-03,791
54063,2020-01-03,1391
54065,2020-01-03,104
54067,2020-01-03,1232
54069,2020-01-03,917
54071,2020-01-03,258
54073,2020-01-03,174
54075,2020-01-03,587
54077,2020-01-03,2033
54079,2020-01-03,381
54081,2020-01-03,719
54083,2020-01-03,2017
54085,2020-01-03,1535
54087,2020-01-03,469
54089,2020-01-03,1432
54091,2020-01-03,1615
54093,2020-01-03,1189
54095,2020-01-03,245
54097,2020-01-03,626
54099,2020-01-03,1981
54101,2020-01-03,1695
54103,2020-01-03,1560
54105,2020-01-03,456
54107,2020-01-03,178
54109,2020-01-03,1410
55001,2020-01-03,322
55003,2020-01-03,1427
55005,2020-01-03,1270
55007,2020-01-03,782
55009,2020-01-03,335
55011,2020-01-03,218
55013,2020-01-03,959
55015,2020-01-03,624
55017,2020-01-03,812
55019,2020-01-03,688
55021,2020-01-03,202
55023,2020-01-03,916
55025,2020-01-03,1384
55027,2020-01-03,108
55029,2020-01-03,1852
55031,2020-01-03,257
55033,2020-01-03,518
55035,2020-01-03,1397
55037,2020-01-03,83
55039,2020-01-03,644
55041,2020-01-03,1695
55043,2020-01-03,1490
55045,2020-01-03,947
55047,2020-01-03,1159
55049,2020-01-03,933
55051,2020-01-03,1801
55053,2020-01-03,874
55055,2020-01-03,2008
55057,2020-01-03,1773
55059,2020-01-03,1166
55061,2020-01-03,1746
55063,2020-01-03,1013
55065,2020-01-03,1245
55067,2020-01-03,617
55069,2020-01-03,294
55071,2020-01-03,995
55073,2020-01-03,525
55075,2020-01-03,2024
55077,2020-01-03,419
55078,2020-01-03,220
55079,2020-01-03,444
55081,2020-01-03,217
55083,2020-01-03,266
55085,2020-01-03,2044
55087,2020-01-03,1408
55089,2020-01-03,971
55091,2020-01-03,15
55093,2020-01-03,1082
55095,2020-01-03,1299
55097,2020-01-03,1133
55099,2020-01-03,1824
55101,2020-01-03,1827
55103,2020-01-03,197
55105,2020-01-03,260
55107,2020-01-03,1976
55109,2020-01-03,738
55111,2020-01-03,730
55113,2020-01-03,1327
55115,2020-01-03,1353
55117,2020-01-03,1230
55119,2020-01-03,1257
55121,2020-01-03,2004
55123,2020-01-03,1122
55125,2020-01-03,682
55127,2020-01-03,327
55129,2020-01-03,2003
55131,2020-01-03,915
55133,2020-01-03,1875
55135,2020-01-03,201
55137,2020-01-03,197
55139,2020-01-03,1334
55141,2020-01-03,920
56001,2020-01-03,363
56003,2020-01-03,1837
56005,2020-01-03,274
56007,2020-01-03,1417
56009,2020-01-03,1695
56011,2020-01-03,1597
56013,2020-01-03,658
56015,2020-01-03,66
56017,2020-01-03,2006
56019,2020-01-03,138
56021,2020-01-03,1614
56023,2020-01-03,967
56025,2020-01-03,1015
56027,2020-01-03,980
56029,2020-01-03,639
56031,2020-01-03,1720
56033,2020-01-03,28
56035,2020-01-03,289
56037,2020-01-03,1633
56039,2020-01-03,325
56041,2020-01-03,1459
56043,2020-01-03,1190
56045,2020-01-03,520
01001,2020-01-04,22
01003,2020-01-04,478
01005,2020-01-04,1234
01007,2020-01-04,1993
01009,2020-01-04,1762
01011,2020-01-04,1797
01013,2020-01-04,59
01015,2020-01-04,601
01017,2020-01-04,2020
01019,2020-01-04,1801
01021,2020-01-04,878
01023,2020-01-04,1203
01025,2020-01-04,1424
01027,2020-01-04,712
01029,2020-01-04,595
01031,2020-01-04,1239
01033,2020-01-04,1345
01035,2020-01-04,1749
01037,2020-01-04,1992
01039,2020-01-04,1863
01041,2020-01-04,1185
01043,2020-01-04,1266
01045,2020-01-04,23
01047,2020-01-04,425
01049,2020-01-04,1474
01051,2020-01-04,828
01053,2020-01-04,278
01055,2020-01-04,1513
01057,2020-01-04,118
01059,2020-01-04,1333
01061,2020-01-04,1082
01063,2020-01-04,473
01065,2020-01-04,1081
01067,2020-01-04,1135
01069,2020-01-04,347
01071,2020-01-04,1300
01073,2020-01-04,318
01075,2020-01-04,1587
01077,2020-01-04,1673
01079,2020-01-04,299
01081,2020-01-04,499
01083,2020-01-04,724
01085,2020-01-04,993
01087,2020-01-04,783
01089,2020-01-04,513
01091,2020-01-04,635
01093,2020-01-04,352
01095,2020-01-04,157
01097,2020-01-04,1439
01099,2020-01-04,1802
01101,2020-01-04,1834
01103,2020-01-04,1869
01105,2020-01-04,893
01107,2020-01-04,319
01109,2020-01-04,1330
01111,2020-01-04,926
01113,2020-01-04,800
01115,2020-01-04,420
01117,2020-01-04,497
01119,2020-01-04,1903
01121,2020-01-04,1642
01123,2020-01-04,815
01125,2020-01-04,224
01127,2020-01-04,1653
01129,2020-01-04,846
01131,2020-01-04,366
01133,2020-01-04,1632
02013,2020-01-04,1818
02016,2020-01-04,1759
02020,2020-01-04,93
02050,2020-01-04,291
02060,2020-01-04,229
02068,2020-01-04,1304
02070,2020-01-04,279
02090,2020-01-04,1867
02100,2020-01-04,586
02105,2020-01-04,1470
02110,2020-01-04,1123
02122,2020-01-04,33
02130,2020-01-04,395
02150,2020-01-04,720
02158,2020-01-04,293
02164,2020-01-04,876
02170,2020-01-04,579
02180,2020-01-04,900
02185,2020-01-04,1265
02188,2020-01-04,1212
02195,2020-01-04,244
02198,2020-01-04,653
02220,2020-01-04,986
02230,2020-01-04,329
02240,2020-01-04,492
02261,2020-01-04,1525
02275,2020-01-04,1206
02282,2020-01-04,986
02290,2020-01-04,1900
04001,2020-01-04,155
04003,2020-01-04,947
04005,2020-01-04,1413
04007,2020-01-04,1540
04009,2020-01-04,1512
04011,2020-01-04,42
04012,2020-01-04,2034
04013,2020-01-04,1892
04015,2020-01-04,408
04017,2020-01-04,1196
04019,2020-01-04,17
04021,2020-01-04,344
04023,2020-01-04,1147
04025,2020-01-04,1296
04027,2020-01-04,366
05001,2020-01-04,200
05003,2020-01-04,1005
05005,2020-01-04,1219
05007,2020-01-04,588
05009,2020-01-04,1605
05011,2020-01-04,1319
05013,2020-01-04,73
05015,2020-01-04,1034
05017,2020-01-04,886
05019,2020-01-04,1580
05021,2020-01-04,545
05023,2020-01-04,1659
05025,2020-01-04,475
05027,2020-01-04,1305
05029,2020-01-04,797
05031,2020-01-04,1169
05033,2020-01-04,658
05035,2020-01-04,891
05037,2020-01-04,544
05039,2020-01-04,371
05041,2020-01-04,922
05043,2020-01-04,1
05045,2020-01-04,1144
05047,2020-01-04,1115
05049,2020-01-04,181
05051,2020-01-04,1370
05053,2020-01-04,1485
05055,2020-01-04,248
05057,2020-01-04,1116
05059,2020-01-04,1534
05061,2020-01-04,884
05063,2020-01-04,1038
05065,2020-01-04,1621
05067,2020-01-04,994
05069,2020-01-04,1419
05071,2020-01-04,1702
05073,2020-01-04,813
05075,2020-01-04,1627
05077,2020-01-04,512
05079,2020-01-04,128
05081,2020-01-04,1177
05083,2020-01-04,497
05085,2020-01-04,257
05087,2020-01-04,41
05089,2020-01-04,1316
05091,2020-01-04,214
05093,2020-01-04,1881
05095,2020-01-04,1030
05097,2020-01-04,1068
05099,2020-01-04,394
05101,2020-01-04,1733
05103,2020-01-04,1728
05105,2020-01-04,1202
05107,2020-01-04,716
05109,2020-01-04,674
05111,2020-01-04,1535
05113,2020-01-04,1447
05115,2020-01-04,28
05117,2020-01-04,907
05119,2020-01-04,446
05121,2020-01-04,1257
05123,2020-01-04,1815
05125,2020-01-04,1711
05127,2020-01-04,380
05129,2020-01-04,748
05131,2020-01-04,1268
05133,2020-01-04,567
05135,2020-01-04,588
05137,2020-01-04,1001
05139,2020-01-04,2015
05141,2020-01-04,500
05143,2020-01-04,292
05145,2020-01-04,751
05147,2020-01-04,1299
05149,2020-01-04,124
06001,2020-01-04,1231
06003,2020-01-04,470
06005,2020-01-04,1330
06007,2020-01-04,1358
06009,2020-01-04,180
06011,2020-01-04,588
06013,2020-01-04,1009
06015,2020-01-04,55
06017,2020-01-04,379
06019,2020-01-04,1334
06021,2020-01-04,574
06023,2020-01-04,907
06025,2020-01-04,1237
06027,2020-01-04,1468
06029,2020-01-04,1463
06031,2020-01-04,525
06033,2020-01-04,1539
06035,2020-01-04,804
06037,2020-01-04,325
06039,2020-01-04,1369
06041,2020-01-04,1272
06043,2020-01-04,1960
06045,2020-01-04,1011
06047,2020-01-04,1234
06049,2020-01-04,1777
06051,2020-01-04,1315
06053,2020-01-04,757
06055,2020-01-04,534
06057,2020-01-04,382
06059,2020-01-04,1538
06061,2020-01-04,1192
06063,2020-01-04,240
06065,2020-01-04,1527
06067,2020-01-04,1421
06069,2020-01-04,1770
06071,2020-01-04,1466
06073,2020-01-04,1649
06075,2020-01-04,1386
06077,2020-01-04,729
06079,2020-01-04,1488
06081,2020-01-04,1
06083,2020-01-04,1752
06085,2020-01-04,451
06087,2020-01-04,954
06089,2020-01-04,1339
06091,2020-01-04,419
06093,2020-01-04,146
06095,2020-01-04,1401
06097,2020-01-04,1145
06099,2020-01-04,1390
06101,2020-01-04,518
06103,2020-01-04,1488
06105,2020-01-04,934
06107,2020-01-04,1990
06109,2020-01-04,646
06111,2020-01-04,960
06113,2020-01-04,1795
06115,2020-01-04,529
08001,2020-01-04,890
08003,2020-01-04,1709
08005,2020-01-04,575
08007,2020-01-04,336
08009,2020-01-04,1348
08011,2020-01-04,958
08013,2020-01-04,587
08014,2020-01-04,1761
08015,2020-01-04,1924
08017,2020-01-04,1214
08019,2020-01-04,420
08021,2020-01-04,543
08023,2020-01-04,486
08025,2020-01-04,115
08027,2020-01-04,658
08029,2020-01-04,412
08031,2020-01-04,325
08033,2020-01-04,1110
08035,2020-01-04,558
08037,2020-01-04,40
08039,2020-01-04,1882
08041,2020-01-04,131
08043,2020-01-04,336
08045,2020-01-04,666
08047,2020-01-04,142
08049,2020-01-04,555
08051,2020-01-04,467
08053,2020-01-04,1806
08055,2020-01-04,1708
08057,2020-01-04,1585
08059,2020-01-04,1927
08061,2020-01-04,355
08063,2020-01-04,595
08065,2020-01-04,1360
08067,2020-01-04,620
08069,2020-01-04,1141
08071,2020-01-04,333
08073,2020-01-04,1398
08075,2020-01-04,832
08077,2020-01-04,1095
08079,2020-01-04,1681
08081,2020-01-04,1377
08083,2020-01-04,934
08085,2020-01-04,439
08087,2020-01-04,907
08089,2020-01-04,1686
08091,2020-01-04,753
08093,2020-01-04,1458
08095,2020-01-04,1317
08097,2020-01-04,1226
08099,2020-01-04,293
08101,2020-01-04,1585
08103,2020-01-04,1014
08105,2020-01-04,1452
08107,2020-01-04,1439
08109,2020-01-04,1900
08111,2020-01-04,577
08113,2020-01-04,1735
08115,2020-01-04,1451
08117,2020-01-04,1068
08119,2020-01-04,1072
08121,2020-01-04,580
08123,2020-01-04,395
08125,2020-01-04,1235
09001,2020-01-04,161
09003,2020-01-04,1636
09005,2020-01-04,791
09007,2020-01-04,331
09009,2020-01-04,1748
09011,2020-01-04,65
09013,2020-01-04,1706
09015,2020-01-04,842
10001,2020-01-04,320
10003,2020-01-04,1657
10005,2020-01-04,184
11001,2020-01-04,1757
12001,2020-01-04,155
12003,2020-01-04,1799
12005,2020-01-04,1121
12007,2020-01-04,1621
12009,2020-01-04,1958
12011,2020-01-04,438
12013,2020-01-04,1076
12015,2020-01-04,191
12017,2020-01-04,1136
12019,2020-01-04,783
12021,2020-01-04,106
12023,2020-01-04,1945
12027,2020-01-04,1087
12029,2020-01-04,312
12031,2020-01-04,1952
12033,2020-01-04,1796
12035,2020-01-04,1932
12037,2020-01-04,1202
12039,2020-01-04,114
12041,2020-01-04,1459
12043,2020-01-04,1996
12045,2020-01-04,1122
12047,2020-01-04,1843
12049,2020-01-04,1504
12051,2020-01-04,1576
12053,2020-01-04,171
12055,2020-01-04,624
12057,2020-01-04,1173
12059,2020-01-04,158
12061,2020-01-04,47
12063,2020-01-04,783
12065,2020-01-04,1258
12067,2020-01-04,962
12069,2020-01-04,1239
12071,2020-01-04,1659
12073,2020-01-04,1436
12075,2020-01-04,1874
12077,2020-01-04,1360
12079,2020-01-04,372
12081,2020-01-04,1911
12083,2020-01-04,605
12085,2020-01-04,121
12086,2020-01-04,1170
12087,2020-01-04,292
12089,2020-01-04,980
12091,2020-01-04,753
12093,2020-01-04,704
12095,2020-01-04,1246
12097,2020-01-04,1694
12099,2020-01-04,528
12101,2020-01-04,1281
12103,2020-01-04,817
12105,2020-01-04,1217
12107,2020-01-04,1905
12109,2020-01-04,792
12111,2020-01-04,585
12113,2020-01-04,1129
12115,2020-01-04,2041
12117,2020-01-04,1767
12119,2020-01-04,1008
12121,2020-01-04,851
12123,2020-01-04,1963
12125,2020-01-04,456
12127,2020-01-04,1653
12129,2020-01-04,1067
12131,2020-01-04,1146
12133,2020-01-04,224
13001,2020-01-04,59
13003,2020-01-04,935
13005,2020-01-04,1199
13007,2020-01-04,1609
13009,2020-01-04,1080
13011,2020-01-04,1837
13013,2020-01-04,1718
13015,2020-01-04,438
13017,2020-01-04,230
13019,2020-01-04,1459
13021,2020-01-04,1474
13023,2020-01-04,1115
13025,2020-01-04,1148
13027,2020-01-04,1513
13029,2020-01-04,1024
13031,2020-01-04,498
13033,2020-01-04,595
13035,2020-01-04,1579
13037,2020-01-04,1119
13039,2020-01-04,196
13043,2020-01-04,1894
13045,2020-01-04,511
13047,2020-01-04,147
13049,2020-01-04,209
13051,2020-01-04,222
13053,2020-01-04,1035
13055,2020-01-04,1176
13057,2020-01-04,924
13059,2020-01-04,892
13061,2020-01-04,1161
13063,2020-01-04,623
13065,2020-01-04,770
13067,2020-01-04,1758
13069,2020-01-04,1914
13071,2020-01-04,292
13073,2020-01-04,1703
13075,2020-01-04,1238
13077,2020-01-04,1873
13079,2020-01-04,681
13081,2020-01-04,1047
13083,2020-01-04,1775
13085,2020-01-04,1505
13087,2020-01-04,32
13089,2020-01-04,133
13091,2020-01-04,1674
13093,2020-01-04,1947
13095,2020-01-04,1272
13097,2020-01-04,651
13099,2020-01-04,249
13101,2020-01-04,673
13103,2020-01-04,362
13105,2020-01-04,980
13107,2020-01-04,961
13109,2020-01-04,693
13111,2020-01-04,997
13113,2020-01-04,868
13115,2020-01-04,626
13117,2020-01-04,1614
13119,2020-01-04,164
13121,2020-01-04,281
13123,2020-01-04,293
13125,2020-01-04,705
13127,2020-01-04,869
13129,2020-01-04,829
13131,2020-01-04,1875
13133,2020-01-04,618
13135,2020-01-04,341
13137,2020-01-04,474
13139,2020-01-04,1024
13141,2020-01-04,1756
13143,2020-01-04,36
13145,2020-01-04,195
13147,2020-01-04,1096
13149,2020-01-04,1517
13151,2020-01-04,1816
13153,2020-01-04,103
13155,2020-01-04,1343
13157,2020-01-04,1271
13159,2020-01-04,328
13161,2020-01-04,987
13163,2020-01-04,1360
13165,2020-01-04,1311
13167,2020-01-04,660
13169,2020-01-04,1417
13171,2020-01-04,661
13173,2020-01-04,692
13175,2020-01-04,164
13177,2020-01-04,1695
13179,2020-01-04,1058
13181,2020-01-04,1809
13183,2020-01-04,1517
13185,2020-01-04,147
13187,2020-01-04,984
13189,2020-01-04,767
13191,2020-01-04,503
13193,2020-01-04,199
13195,2020-01-04,301
13197,2020-01-04,1457
13199,2020-01-04,1331
13201,2020-01-04,149
13205,2020-01-04,998
13207,2020-01-04,160
13209,2020-01-04,193
13211,2020-01-04,136
13213,2020-01-04,1525
13215,2020-01-04,1689
13217,2020-01-04,1100
13219,2020-01-04,73
13221,2020-01-04,1816
13223,2020-01-04,1199
13225,2020-01-04,259
13227,2020-01-04,1159
13229,2020-01-04,1123
13231,2020-01-04,685
13233,2020-01-04,367
13235,2020-01-04,938
13237,2020-01-04,1509
13239,2020-01-04,1415
13241,2020-01-04,230
13243,2020-01-04,46
13245,2020-01-04,574
13247,2020-01-04,1592
13249,2020-01-04,903
13251,2020-01-04,482
13253,2020-01-04,552
13255,2020-01-04,1181
13257,2020-01-04,1380
13259,2020-01-04,295
13261,2020-01-04,1376
13263,2020-01-04,111
13265,2020-01-04,498
13267,2020-01-04,639
13269,2020-01-04,837
13271,2020-01-04,383
13273,2020-01-04,89
13275,2020-01-04,1248
13277,2020-01-04,2006
13279,2020-01-04,273
13281,2020-01-04,870
13283,2020-01-04,1824
13285,2020-01-04,79
13287,2020-01-04,1959
13289,2020-01-04,219
13291,2020-01-04,645
13293,2020-01-04,439
13295,2020-01-04,1040
13297,2020-01-04,1731
13299,2020-01-04,1818
13301,2020-01-04,1182
13303,2020-01-04,2019
13305,2020-01-04,1442
13307,2020-01-04,1253
13309,2020-01-04,484
13311,2020-01-04,1081
13313,2020-01-04,771
13315,2020-01-04,1672
13317,2020-01-04,468
13319,2020-01-04,1239
13321,2020-01-04,443
15001,2020-01-04,98
15003,2020-01-04,1547
15005,2020-01-04,334
15007,2020-01-04,1707
15009,2020-01-04,334
16001,2020-01-04,1003
16003,2020-01-04,1950
16005,2020-01-04,193
16007,2020-01-04,78
16009,2020-01-04,373
16011,2020-01-04,2028
16013,2020-01-04,387
16015,2020-01-04,1772
16017,2020-01-04,792
16019,2020-01-04,1158
16021,2020-01-04,1788
16023,2020-01-04,238
16025,2020-01-04,1861
16027,2020-01-04,1062
16029,2020-01-04,91
16031,2020-01-04,1486
16033,2020-01-04,1731
16035,2020-01-04,109
16037,2020-01-04,1653
16039,2020-01-04,358
16041,2020-01-04,1699
16043,2020-01-04,1361
16045,2020-01-04,849
16047,2020-01-04,1443
16049,2020-01-04,42
16051,2020-01-04,1773
16053,2020-01-04,1623
16055,2020-01-04,1816
16057,2020-01-04,607
16059,2020-01-04,1721
16061,2020-01-04,842
16063,2020-01-04,317
16065,2020-01-04,1791
16067,2020-01-04,405
16069,2020-01-04,601
16071,2020-01-04,673
16073,2020-01-04,2034
16075,2020-01-04,314
16077,2020-01-04,1945
16079,2020-01-04,964
16081,2020-01-04,1931
16083,2020-01-04,1126
16085,2020-01-04,1980
16087,2020-01-04,1882
17001,2020-01-04,963
17003,2020-01-04,881
17005,2020-01-04,2007
17007,2020-01-04,754
17009,2020-01-04,755
17011,2020-01-04,1032
17013,2020-01-04,1514
17015,2020-01-04,74
17017,2020-01-04,1393
17019,2020-01-04,903
17021,2020-01-04,1734
17023,2020-01-04,1108
17025,2020-01-04,753
17027,2020-01-04,1641
17029,2020-01-04,1448
17031,2020-01-04,305
17033,2020-01-04,431
17035,2020-01-04,1726
17037,2020-01-04,1334
17039,2020-01-04,617
17041,2020-01-04,1190
17043,2020-01-04,578
17045,2020-01-04,1006
17047,2020-01-04,1351
17049,2020-01-04,853
17051,2020-01-04,1146
17053,2020-01-04,183
17055,2020-01-04,954
17057,2020-01-04,440
17059,2020-01-04,1396
17061,2020-01-04,59
17063,2020-01-04,1480
17065,2020-01-04,2009
17067,2020-01-04,1203
17069,2020-01-04,966
17071,2020-01-04,853
17073,2020-01-04,1140
17075,2020-01-04,1742
17077,2020-01-04,365
17079,2020-01-04,215
17081,2020-01-04,850
17083,2020-01-04,1437
17085,2020-01-04,522
17087,2020-01-04,1040
17089,2020-01-04,1947
17091,2020-01-04,1617
17093,2020-01-04,174
17095,2020-01-04,185
17097,2020-01-04,30
17099,2020-01-04,1562
17101,2020-01-04,849
17103,2020-01-04,1557
17105,2020-01-04,1617
17107,2020-01-04,145
17109,2020-01-04,830
17111,2020-01-04,278
17113,2020-01-04,832
17115,2020-01-04,560
17117,2020-01-04,969
17119,2020-01-04,768
17121,2020-01-04,10
17123,2020-01-04,1346
17125,2020-01-04,358
17127,2020-01-04,354
17129,2020-01-04,1869
17131,2020-01-04,153
17133,2020-01-04,1399
17135,2020-01-04,721
17137,2020-01-04,1478
17139,2020-01-04,1470
17141,2020-01-04,566
17143,2020-01-04,1101
17145,2020-01-04,337
17147,2020-01-04,503
17149,2020-01-04,1507
17151,2020-01-04,113
17153,2020-01-04,1153
17155,2020-01-04,217
17157,2020-01-04,505
17159,2020-01-04,1943
17161,2020-01-04,1539
17163,2020-01-04,1381
17165,2020-01-04,1923
17167,2020-01-04,1798
17169,2020-01-04,310
17171,2020-01-04,1416
17173,2020-01-04,1773
17175,2020-01-04,899
17177,2020-01-04,174
17179,2020-01-04,919
17181,2020-01-04,335
17183,2020-01-04,153
17185,2020-01-04,15
17187,2020-01-04,1831
17189,2020-01-04,1039
17191,2020-01-04,2026
17193,2020-01-04,404
17195,2020-01-04,919
17197,2020-01-04,733
17199,2020-01-04,2025
17201,2020-01-04,0
17203,2020-01-04,624
18001,2020-01-04,1357
18003,2020-01-04,835
18005,2020-01-04,281
18007,2020-01-04,1160
18009,2020-01-04,1124
18011,2020-01-04,1133
18013,2020-01-04,927
18015,2020-01-04,221
18017,2020-01-04,1759
18019,2020-01-04,1532
18021,2020-01-04,198
18023,2020-01-04,233
18025,2020-01-04,1617
18027,2020-01-04,1477
18029,2020-01-04,1941
18031,2020-01-04,565
18033,2020-01-04,1706
18035,2020-01-04,340
18037,2020-01-04,1475
18039,2020-01-04,474
18041,2020-01-04,712
18043,2020-01-04,659
18045,2020-01-04,2041
18047,2020-01-04,485
18049,2020-01-04,1452
18051,2020-01-04,1467
18053,2020-01-04,897
18055,2020-01-04,1487
18057,2020-01-04,1101
18059,2020-01-04,1700
18061,2020-01-04,1228
18063,2020-01-04,521
18065,2020-01-04,2004
18067,2020-01-04,1854
18069,2020-01-04,1576
18071,2020-01-04,25
18073,2020-01-04,79
18075,2020-01-04,1244
18077,2020-01-04,1274
18079,2020-01-04,1408
18081,2020-01-04,1466
18083,2020-01-04,240
18085,2020-01-04,1963
18087,2020-01-04,326
18089,2020-01-04,1548
18091,2020-01-04,1584
18093,2020-01-04,442
18095,2020-01-04,1891
18097,2020-01-04,939
18099,2020-01-04,1436
18101,2020-01-04,1616
18103,2020-01-04,1265
18105,2020-01-04,240
18107,2020-01-04,5
18109,2020-01-04,1483
18111,2020-01-04,1290
18113,2020-01-04,130
18115,2020-01-04,1040
18117,2020-01-04,1660
18119,2020-01-04,1392
18121,2020-01-04,381
18123,2020-01-04,808
18125,2020-01-04,1070
18127,2020-01-04,599
18129,2020-01-04,365
18131,2020-01-04,204
18133,2020-01-04,1000
18135,2020-01-04,403
18137,2020-01-04,1455
18139,2020-01-04,1117
18141,2020-01-04,632
18143,2020-01-04,220
18145,2020-01-04,920
18147,2020-01-04,780
18149,2020-01-04,1582
18151,2020-01-04,445
18153,2020-01-04,1546
18155,2020-01-04,508
18157,2020-01-04,1512
18159,2020-01-04,8
18161,2020-01-04,1553
18163,2020-01-04,1388
18165,2020-01-04,892
18167,2020-01-04,1297
18169,2020-01-04,1590
18171,2020-01-04,1191
18173,2020-01-04,1584
18175,2020-01-04,697
18177,2020-01-04,1672
18179,2020-01-04,1245
18181,2020-01-04,1556
18183,2020-01-04,1914
19001,2020-01-04,640
19003,2020-01-04,1599
19005,2020-01-04,1370
19007,2020-01-04,892
19009,2020-01-04,305
19011,2020-01-04,395
19013,2020-01-04,1639
19015,2020-01-04,756
19017,2020-01-04,1645
19019,2020-01-04,779
19021,2020-01-04,854
19023,2020-01-04,814
19025,2020-01-04,1524
19027,2020-01-04,1591
19029,2020-01-04,964
19031,2020-01-04,709
19033,2020-01-04,1270
19035,2020-01-04,625
19037,2020-01-04,349
19039,2020-01-04,355
19041,2020-01-04,992
19043,2020-01-04,263
19045,2020-01-04,584
19047,2020-01-04,1413
19049,2020-01-04,1906
19051,2020-01-04,180
19053,2020-01-04,1924
19055,2020-01-04,425
19057,2020-01-04,113
19059,2020-01-04,1462
19061,2020-01-04,1601
19063,2020-01-04,752
19065,2020-01-04,1311
19067,2020-01-04,414
19069,2020-01-04,923
19071,2020-01-04,467
19073,2020-01-04,1561
19075,2020-01-04,535
19077,2020-01-04,670
19079,2020-01-04,1684
19081,2020-01-04,140
19083,2020-01-04,805
19085,2020-01-04,1998
